1	0	        1
2	0.009174316	0.995412849
3	0.064220188	0.438073402
4	0.105504591	0.594036699
5	0.105504591	0.706422024
6	0.105504591	0.917431193
7	0.185779816	0.454128438
8	0.240825687	0.614678901
9	0.254587155	0.396788998
10	0.38302753	0.830275235
11	0.394495416	0.839449537
12	0.419724769	0.646788988
13	0.458715603	0.470183489
14	0.593922025	0.348509173
15	0.729357795	0.642201837
16	0.731651377	0.098623857
17	0.749999997	0.403669732
18	0.770642198	0.495412842
19	0.786697249	0.552752296
20	0.811926602	0.254587155
21	0.852217125	0.442928131
22	0.861850152	0.493004585
23	0.869762996	0.463761466
24	0.871559638	0
25	0.880733941	0.08486239
26	0.880733941	0.268348623
27	0.885321106	0.075688073
28	0.908256877	0.353211012
29	0.912270643	0.43470948
